,Modelo_1,Modelo_2,Observado,Forecast,Upper,Lower
2023-08-13,ARIMAX,,16.0,9.758951636946504,24.658414914783954,2.4791382940199527
2023-08-20,ARIMAX,,9.0,11.843228837303903,29.633344276124475,3.1521518272128146
2023-08-27,ARIMAX,,11.0,10.994818121843387,27.59448890369644,2.8813865926583895
2023-09-03,ARIMAX,,6.0,11.460732744806881,28.689506545071733,3.0357760962391387
2023-09-10,ARIMAX,,6.0,10.646477881029734,26.745542011787926,2.7729542166909495
2023-09-17,ARIMAX,,5.0,7.355190113992775,18.899584664876553,1.7078961607157574
2023-09-24,ARIMAX,,1.0,6.472855790349237,16.789691983027183,1.4238872350198404
2023-10-01,ARIMAX,,4.0,3.8192167478750645,10.500255098442942,0.5567409085718731
2023-10-08,ARIMAX,,1.0,3.5617608501407596,9.880494320603232,0.47481811720899686
2023-10-15,ARIMAX,,11.0,2.7886224748768385,8.040533186627032,0.2239181914280024
2023-10-22,ARIMAX,,3.0,4.906088285050887,13.13440779119934,0.8985126261264501
2023-10-29,ARIMAX,,5.0,4.800477769407045,12.876080357122074,0.8658446073253021
2023-11-05,ARIMAX,,2.0,4.499345703180156,12.054118787709372,0.7924718797035564
2023-11-12,ARIMAX,,8.0,3.475012542245393,9.622088488724918,0.45871691921900126
2023-11-19,ARIMAX,,4.0,4.911189043806849,13.043372251451977,0.9239998682572719
2023-11-26,ARIMAX,,10.0,7.246674720049871,18.580916699912688,1.6867086952250732
2023-12-03,ARIMAX,,4.0,7.586845957442854,19.38519760790155,1.7983312236815678
2023-12-10,ARIMAX,,8.0,7.143196773424298,18.327108661008797,1.6548857958054215
2023-12-17,ARIMAX,,2.0,8.833959502036352,22.32869850726087,2.208746160540928
2023-12-24,ARIMAX,,8.0,7.068344353117999,18.173451087589147,1.6248954396270754
2023-12-31,ARIMAX,,26.0,7.587943676740823,19.40035408973349,1.7957668415760015
2024-01-07,ARIMAX,,40.0,15.795293273556194,39.006253727161074,4.442190524531229
2024-01-14,ARIMAX,,59.0,29.315545706624164,71.3239610634657,8.797151425618502
2024-01-21,ARIMAX,,75.0,44.42231620809663,107.44846107784934,13.659831156872306
2024-01-28,ARIMAX,,94.0,47.39832356495422,114.58829155516834,14.612391003241637
2024-02-04,ARIMAX,,154.0,70.75909718062508,170.50976700450846,22.118311443178452
2024-02-11,ARIMAX,,226.0,120.83285076279225,290.50397269044447,38.17821217464581
2024-02-18,ARIMAX,,218.0,175.25980227786835,420.98433561147334,55.621899280792775
2024-02-25,ARIMAX,,239.0,214.44649602982034,514.6523568717968,68.24443539873613
2024-03-03,ARIMAX,,247.0,200.27522544608607,480.52840891263645,63.73710692853115
