,Modelo_1,Modelo_2,Observado,Forecast,Upper,Lower
2023-08-13,ARIMAX,GARCH,16.0,9.839895694238049,25.39798656543306,2.3816660097392206
2023-08-20,ARIMAX,GARCH,9.0,11.896342672139804,30.1193896639537,3.0873004831801554
2023-08-27,ARIMAX,GARCH,11.0,10.998675723708724,27.629862513898516,2.8765909476808553
2023-09-03,ARIMAX,GARCH,6.0,11.416043142270194,28.27881059605419,3.09238621325293
2023-09-10,ARIMAX,GARCH,6.0,10.622168814207518,26.522305332563864,2.80355709533869
2023-09-17,ARIMAX,GARCH,5.0,7.336221528753774,18.72535855868495,1.731813911191577
2023-09-24,ARIMAX,GARCH,1.0,6.43458392701948,16.437576605110454,1.4728325666513251
2023-10-01,ARIMAX,GARCH,4.0,3.9527885738339026,11.710143341966342,0.4085535535737454
2023-10-08,ARIMAX,GARCH,1.0,3.6648909832540686,10.816640409502877,0.35797905260030893
2023-10-15,ARIMAX,GARCH,11.0,2.8987099424736105,9.037208853800406,0.10238545281758091
2023-10-22,ARIMAX,GARCH,3.0,5.067785205389533,14.598017900107543,0.7203693332232295
2023-10-29,ARIMAX,GARCH,5.0,4.93763264875362,14.119467379425663,0.7124022331884733
2023-11-05,ARIMAX,GARCH,2.0,4.581837697673358,12.806440344662905,0.694798967521286
2023-11-12,ARIMAX,GARCH,8.0,3.5488720133370495,10.295249589582191,0.3717820109292136
2023-11-19,ARIMAX,GARCH,4.0,4.987805508852298,13.742554269719477,0.8327520365434997
2023-11-26,ARIMAX,GARCH,10.0,7.321368632465976,19.263897305281382,1.596155041923845
2023-12-03,ARIMAX,GARCH,4.0,7.6310649325496955,19.79030062447359,1.7438052001979694
2023-12-10,ARIMAX,GARCH,8.0,7.190522286895152,18.760569903804925,1.5966491102172187
2023-12-17,ARIMAX,GARCH,2.0,8.85630974857824,22.533800012039094,2.180781332691554
2023-12-24,ARIMAX,GARCH,8.0,7.284550965119189,20.13494711407768,1.381283664921148
2023-12-31,ARIMAX,GARCH,26.0,7.77798571918752,21.127898726010812,1.577498850057707
2024-01-07,ARIMAX,GARCH,40.0,16.08709084771752,41.66178095628693,4.103435676514185
2024-01-14,ARIMAX,GARCH,59.0,29.699994885629536,74.8280198407478,8.344419117463826
2024-01-21,ARIMAX,GARCH,75.0,44.83392277109198,111.2051656829118,13.169010124870145
2024-01-28,ARIMAX,GARCH,94.0,47.67356808128177,117.10409541049597,14.279822404834277
2024-02-04,ARIMAX,GARCH,154.0,70.948381002704,172.24193511057527,21.887161856200947
2024-02-11,ARIMAX,GARCH,226.0,120.77535892499932,289.97725128591406,38.249131818200155
2024-02-18,ARIMAX,GARCH,218.0,174.70197631498397,415.8678938820772,56.31685001345788
2024-02-25,ARIMAX,GARCH,239.0,212.96435095825683,501.03026870988975,70.12331375032839
2024-03-03,ARIMAX,GARCH,247.0,198.23860737566088,461.7744588503341,66.36058030156846
2024-03-10,ARIMAX,GARCH,176.0,234.80191364396612,541.3237799705868,80.04147500791446
2024-03-17,ARIMAX,GARCH,154.0,225.39735272568157,515.4146631395006,77.87767276624109
2024-03-24,ARIMAX,GARCH,157.0,173.58263410273818,395.32606444401944,60.305212785286436
2024-03-31,ARIMAX,GARCH,156.0,161.89204989181698,364.7796460376714,57.2283021355775
2024-04-07,ARIMAX,GARCH,106.0,172.6101106422205,384.6130197887871,62.168998197851394
2024-04-14,ARIMAX,GARCH,85.0,136.1171470080805,304.31236086375134,48.69131787792643
2024-04-21,ARIMAX,GARCH,88.0,97.81167894393332,219.2054072191412,34.76041883523938
