Modelo,MAE,RMSE,R²,Corr,Coverage,Median Width,Mean Width
resultados_2013_UseGarch=False_vol=None,3.392871746987122,4.240096312352019,0.2373879241009771,0.5889890755197631,0.8589743589743589,15.971111069297049,16.82352105997158
resultados_2013_UseGarch=True_vol=EGARCH,3.328519191362283,4.10545028046418,0.28505303194869236,0.5874964879495708,0.717948717948718,9.696466110032182,10.386411306883966
resultados_2013_UseGarch=True_vol=GARCH,3.333134190910232,4.147162945647643,0.2704510547495401,0.5824186434579034,0.8974358974358975,13.918404088853254,14.553024384986092
resultados_2018_UseGarch=False_vol=None,2.3005155887425617,3.027697678867157,0.13241641031340146,0.42224427549074744,0.8717948717948718,8.714535440243921,9.402429009753495
resultados_2018_UseGarch=True_vol=EGARCH,2.330038477091088,3.0549513583058494,0.11672708691083045,0.4132750748017503,0.9102564102564102,9.94919427070393,10.72690527194573
resultados_2018_UseGarch=True_vol=GARCH,2.3534877269641457,3.087668674668757,0.0977067748409417,0.3984212911597919,0.9102564102564102,9.670733072946812,10.591966709921179
resultados_2023_UseGarch=False_vol=None,16.717258739394172,28.46044401428071,0.7695481114757069,0.912673292855492,0.9358974358974359,48.103815584913264,110.16563836029073
resultados_2023_UseGarch=True_vol=EGARCH,14.82800223696906,25.702049843772663,0.8120542749396668,0.9163585875934827,0.9487179487179487,38.46773570475912,83.83690305418064
resultados_2023_UseGarch=True_vol=GARCH,15.095986157496837,26.157766111071137,0.8053303565818886,0.9173850219457967,0.9487179487179487,35.29010223290079,88.68305978237791
