data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2021-08-22,202134,15.0,15,15,15,0.08106304,1.0002394,0,2,150140220213419684,2023-11-23,3,0.6369812,1499641,25.8571428571429,98.369972,1,0.0,0,78.1420671428571,56.1010331428571,30.0261385714286,34.7142857142857,4.0,,,,,38458
2021-08-15,202133,18.0,18,18,18,0.120361105,1.2002872,0,2,150140220213319684,2023-11-23,8,0.70155936,1499641,25.4285714285714,98.3581878571429,1,0.0,0,80.2783164285714,55.8228677142857,29.4749671428571,34.5714285714286,3.0,,,,,38458
2021-08-08,202132,25.0,25,25,25,0.5182889,1.6670656,0,2,150140220213219684,2023-11-23,13,1.0129876,1499641,24.8571428571429,99.1820557142857,1,0.0,0,83.4030735714286,59.2115362857143,28.4495337142857,34,16.0,,,,,38458
2021-08-01,202131,29.0,29,29,29,0.71875876,1.9337962,0,2,150140220213119684,2023-11-23,2,1.1699432,1499641,25.2857142857143,98.3581878571429,1,0.0,0,78.9179098571429,54.2719082857143,29.1389748571429,33.8571428571429,10.0,,,,,38458
2021-07-25,202130,24.0,24,24,24,0.22658743,1.600383,0,2,150140220213019684,2023-11-23,9,0.81533045,1499641,25.2857142857143,1E+2,1,0.0,0,82.5498078571429,57.9724738571429,28.6002068571429,33.5714285714286,6.0,,,,,38458
2021-07-18,202129,21.0,21,21,21,0.041392017,1.4003352,0,2,150140220212919684,2023-11-23,12,0.6237167,1499641,25.7142857142857,97.5520277142857,1,0.0,0,80.9393174285714,57.0347514285714,29.2111802857143,33.8571428571429,7.0,,,,,38458
2021-07-11,202128,27.0,27,27,27,0.24943745,1.8004309,0,2,150140220212819684,2023-11-23,7,0.8395101,1499641,24.8571428571429,1E+2,1,0.0,0,86.2711515714286,58.2140935714286,27.8149585714286,32.8571428571429,12.0,,,,,38458
2021-07-04,202127,44.0,44,44,44,0.92476857,2.9340355,0,2,150140220212719684,2023-11-23,12,1.3925948,1499641,24.5714285714286,1E+2,1,0.0,1,84.8110265714286,62.4802681428571,27.9101965714286,32.7142857142857,26.0,,,,,38458
2021-06-27,202126,28.0,28,28,28,0.15222162,1.8671135,0,2,150140220212619684,2023-11-23,10,0.77430993,1499641,24.5714285714286,1E+2,1,0.0,0,83.2595172857143,58.484455,28.1008374285714,33,16.0,,,,,38458
2021-06-20,202125,28.0,28,28,28,0.06912574,1.8671135,0,2,150140220212519684,2023-11-23,4,0.69778365,1499641,25,99.1761321428571,1,0.0,0,82.0109175714286,58.9893691428571,28.608178,33.5714285714286,15.0,,,,,38458
2021-06-13,202124,35.0,35,35,35,0.32972082,2.3338919,0,2,150140220212419684,2023-11-23,9,0.90293133,1499641,25.7142857142857,97.5874157142857,1,0.0,1,84.9496691428571,66.3355658571429,27.9945651428571,31.5714285714286,16.0,,,,,38458
2021-06-06,202123,49.0,49,49,49,0.9022334,3.2674487,0,2,150140220212319684,2023-11-23,77,1.3218496,1499641,24.7142857142857,1E+2,1,0.0,1,90.7714864285714,72.7701175714286,26.8809522857143,30.1428571428571,19.0,,,,,38458
2021-05-30,202122,35.0,35,35,35,0.46205744,2.3338919,0,2,150140220212219684,2023-11-23,30,0.97774273,1499641,25.1428571428571,1E+2,1,0.0,1,86.2038557142857,63.3413721428571,28.1369048571429,32.5714285714286,16.0,,,,,38458
2021-05-23,202121,36.0,36,36,36,0.60619766,2.4005744,0,2,150140220212119684,2023-11-23,21,1.066247,1499641,25.8571428571429,99.1937142857143,1,0.0,1,88.1466835714286,67.3407902857143,28.2621214285714,32,24.0,,,,,38458
2021-05-16,202120,41.0,41,41,41,0.7645238,2.7339876,0,2,150140220212019684,2023-11-23,6,1.1794161,1499641,25.1428571428571,1E+2,1,0.0,1,85.9969262857143,60.0477788571429,27.9464285714286,32.7142857142857,20.0,,,,,38458
2021-05-09,202119,28.0,28,28,28,0.107758746,1.8671135,0,2,150140220211919684,2023-11-23,18,0.7372881,1499641,24.8571428571429,1E+2,1,0.0,0,89.825026,67.5072258571429,27.0799321428571,31.2857142857143,22.0,,,,,38458
2021-05-02,202118,35.0,35,35,35,0.3526132,2.3338919,0,2,150140220211819684,2023-11-23,10,0.9158018,1499641,24.2857142857143,1E+2,1,0.0,1,86.1250257142857,61.3244278571429,27.0773808571429,31.7142857142857,23.0,,,,,38458
2021-04-25,202117,38.0,38,38,38,0.7073904,2.5339398,0,2,150140220211719684,2023-11-23,11,1.1371721,1499641,24.5714285714286,1E+2,1,0.0,1,83.7551217142857,59.7382691428571,27.7813148571429,32.4285714285714,16.0,,,,,38458
2021-04-18,202116,46.0,46,46,46,0.98384607,3.0674007,0,2,150140220211619684,2023-11-23,11,1.6540859,1499641,24.1428571428571,1E+2,1,1.0,1,90.5097714285714,72.6171128571429,26.2477325714286,3E+1,25.0,,,,,38458
2021-04-11,202115,29.0,29,29,29,0.7976667,1.9337962,0,2,150140220211519684,2023-11-23,39,1.2585069,1499641,24.5714285714286,99.1820557142857,1,0.0,0,87.8884027142857,65.6548307142857,27.256892,32,19.0,,,,,38458
2021-04-04,202114,31.0,31,31,31,0.90084475,2.0671613,0,2,150140220211419684,2023-11-23,13,1.4249532,1499641,25.4285714285714,99.1820557142857,1,0.0,1,90.6687401428571,66.6193371428571,27.8214285714286,32.7142857142857,18.0,,,,,38458
2021-03-28,202113,20.0,20,20,20,0.3151612,1.3336525,0,2,150140220211319684,2023-11-23,9,0.86472476,1499641,26.8571428571429,1E+2,1,0.0,0,91.6432894285714,68.562143,28.9119045714286,33.5714285714286,12.0,,,,,38458
2021-03-21,202112,18.0,18,18,18,0.13145404,1.2002872,0,1,150140220211219684,2023-11-23,14,0.7121362,1499641,24.1428571428571,1E+2,1,0.0,0,87.57462,65.3889941428571,26.9989298571429,31.5714285714286,8.0,,,,,38458
2021-03-14,202111,29.0,29,29,29,0.54870594,1.9337962,0,1,150140220211119684,2023-11-23,6,1.0326881,1499641,24.1428571428571,97.5814921428571,1,0.0,0,83.9928728571429,62.4521448571429,27.1741025714286,31.1428571428571,17.0,,,,,38458
2021-03-07,202110,16.0,16,16,16,0.034724407,1.0669221,0,1,150140220211019684,2023-11-23,81,0.5749588,1499641,23.7142857142857,1E+2,0,0.0,0,91.2347974285714,73.2461962857143,26.0496031428571,29.8571428571429,11.0,,,,,38458
2021-02-28,202109,40.0,40,40,40,0.9270894,2.667305,0,1,150140220210919684,2023-11-23,13,1.4233832,1499641,24,1E+2,0,0.0,1,92.4224721428571,76.5191894285714,25.6502358571429,28.8571428571429,21.0,,,,,38458
2021-02-21,202108,20.0,20,20,20,0.08242026,1.3336525,0,2,150140220210819684,2023-11-23,20,0.67395717,1499641,24.1428571428571,1E+2,1,0.0,0,91.5548157142857,77.5213205714286,25.9044987142857,29,13.0,,,,,38458
2021-02-14,202107,32.0,32,32,32,0.4798744,2.1338441,0,2,150140220210719684,2023-11-23,25,0.98758113,1499641,24.8571428571429,1E+2,1,0.0,1,90.5141791428571,71.2659145714286,26.9511808571429,31.4285714285714,16.0,,,,,38458
2021-02-07,202106,26.0,26,26,26,0.1482582,1.7337483,0,2,150140220210619684,2023-11-23,8,0.76427585,1499641,24.5714285714286,99.1761321428571,1,0.0,0,87.2112934285714,62.2220995714286,27.084701,32.7142857142857,19.0,,,,,38458
2021-01-31,202105,35.0,35,35,35,0.6564324,2.3338919,0,2,150140220210519684,2023-11-23,29,1.1030158,1499641,24.8571428571429,1E+2,1,0.0,1,87.3291028571429,67.4812094285714,27.7251031428571,32.1428571428571,22.0,,,,,38458
2021-01-24,202104,34.0,34,34,34,0.86972797,2.2672093,0,2,150140220210419684,2023-11-23,12,1.3383394,1499641,24.7142857142857,99.1761321428571,1,0.0,1,88.7074987142857,69.8418307142857,26.8010464285714,31.2857142857143,20.0,,,,,38458
2021-01-17,202103,39.0,39,39,39,0.9980169,2.6006224,0,2,150140220210319684,2023-11-23,10,2.1993954,1499641,24.2857142857143,99.1761321428571,1,1.0,1,86.3706422857143,63.3610591428571,27.1861474285714,32.2857142857143,22.0,,,,,38458
2021-01-10,202102,19.0,19,19,19,0.97282624,1.2669699,0,1,150140220210219684,2023-11-23,10,2.0942464,1499641,24.5714285714286,1E+2,1,0.0,0,84.5149294285714,61.5179858571429,27.9081632857143,33.1428571428571,11.0,,,,,38458
2021-01-03,202101,27.0,27,27,27,0.9999434,1.8004309,0,1,150140220210119684,2023-11-23,6,4.4992666,1499641,24.7142857142857,99.1820557142857,1,0.0,0,84.2342751428571,60.9637515714286,28.0486542857143,33.2857142857143,16.0,,,,,38458
2020-12-27,202053,10.0,10,10,10,0.32714108,0.66682625,0,2,150140220205319589,2023-08-20,1,0.82903033,1499641,25,97.1164625,1,0.0,0,81.892705,57.6536315,28.326993,33.5,0.0,,,,,38458
2020-12-20,202052,7.0,7,7,7,0.06765469,0.46677837,0,2,150140220205219589,2023-08-20,0,0.51568496,1499641,25,,1,0.0,0,,60.3060204285714,,,3.0,,,,,38458
2020-12-13,202051,14.0,14,14,14,0.56016815,0.93355674,0,2,150140220205119589,2023-08-20,0,1.058826,1499641,25,,1,0.0,0,,62.9584093571429,,,5.0,,,,,38458
2020-12-06,202050,14.0,14,14,14,0.6840854,0.93355674,0,2,150140220205019589,2023-08-20,0,1.2052321,1499641,25,,1,0.0,0,,65.6107982857143,,,8.0,,,,,38458
2020-11-29,202049,15.0,15,15,15,0.86499786,1.0002394,0,2,150140220204919589,2023-08-20,0,1.5560255,1499641,25,,1,0.0,0,,68.2631872142857,,,10.0,,,,,38458
2020-11-22,202048,10.0,10,10,10,0.7982492,0.66682625,0,2,150140220204819589,2023-08-20,0,1.4959593,1499641,25,99.1879162857143,1,0.0,0,90.9642048571429,70.9155761428571,27.5596648571429,31.4285714285714,6.0,,,,,38458
2020-11-15,202047,12.0,12,12,12,0.9831552,0.8001915,0,2,150140220204719589,2023-08-20,0,3.0366495,1499641,25.5714285714286,1E+2,1,0.0,0,87.6803978571429,64.6549695714286,28.2748442857143,32.4285714285714,9.0,,,,,38458
2020-11-08,202046,6.0,6,6,6,0.8839159,0.40009576,0,2,150140220204619589,2023-08-20,0,2.226288,1499641,25.5714285714286,97.0083585714286,1,0.0,0,81.9433544285714,59.1492142857143,28.8754374285714,33.2857142857143,2.0,,,,,38458
2020-11-01,202045,3.0,3,3,3,0.5923509,0.20004788,0,2,150140220204519589,2023-08-20,0,1.2031959,1499641,25.5714285714286,95.2182451428571,1,0.0,0,82.3510334285714,61.3963335714286,28.717889,33,3.0,,,,,38458
2020-10-25,202044,2.0,2,2,2,0.4127681,0.13336526,0,2,150140220204419589,2023-08-20,0,0.82612044,1499641,26.1428571428571,92.22696,1,0.0,0,74.7187508571429,55.1918728571429,29.969956,34.2857142857143,0.0,,,,,38458
2020-10-18,202043,3.0,3,3,3,0.6472684,0.20004788,0,2,150140220204319589,2023-08-20,0,1.359517,1499641,25.8571428571429,91.4561878571429,1,0.0,0,73.9938151428571,54.7487285714286,29.8708591428571,34.1428571428571,0.0,,,,,38458
2020-10-11,202042,2.0,2,2,2,0.52212864,0.13336526,0,2,150140220204219589,2023-08-20,0,1.0517558,1499641,25.4285714285714,90.7566085714286,1,0.0,0,73.236958,52.9000772857143,29.3539808571429,33.5714285714286,1.0,,,,,38458
2020-10-04,202041,3.0,3,3,3,0.64466155,0.20004788,0,2,150140220204119589,2023-08-20,0,1.3512744,1499641,25.5714285714286,94.5110178571429,1,0.0,0,75.2493264285714,56.7623292857143,29.6428571428571,34,0.0,,,,,38458
2020-09-27,202040,1.0,1,1,1,0.107035935,0.06668263,0,2,150140220204019589,2023-08-20,0,0.31018978,1499641,25.4285714285714,96.1844907142857,1,0.0,0,77.9247078571429,60.4302617142857,29.145704,33.4285714285714,1.0,,,,,38458
2020-09-20,202039,2.0,2,2,2,0.17231628,0.13336526,0,1,150140220203919589,2023-08-20,0,0.4807995,1499641,24.5714285714286,99.1701442857143,1,0.0,0,77.4382987142857,54.6322417142857,29.2184265714286,34.1428571428571,1.0,,,,,38458
2020-09-13,202038,3.0,3,3,3,0.34203216,0.20004788,0,1,150140220203819589,2023-08-20,0,0.7476469,1499641,24.8571428571429,99.1761321428571,1,0.0,0,80.9450992857143,56.5345874285714,29.1358697142857,34.1428571428571,2.0,,,,,38458
2020-09-06,202037,5.0,5,5,5,0.7723522,0.33341312,0,1,150140220203719589,2023-08-20,0,1.6620624,1499641,25,1E+2,0,0.0,0,80.9917597142857,51.6486904285714,29.5256208571429,34.8571428571429,1.0,,,,,38458
2020-08-30,202036,5.0,5,5,5,0.8892038,0.33341312,0,2,150140220203619589,2023-08-20,0,2.4824803,1499641,25.1428571428571,1E+2,1,0.0,0,80.4875572857143,53.7634525714286,29.3556638571429,34.4285714285714,3.0,,,,,38458
2020-08-23,202035,2.0,2,2,2,0.6959869,0.13336526,0,1,150140220203519589,2023-08-20,0,1.6642938,1499641,24.8571428571429,1E+2,1,0.0,0,83.2337381428571,52.2185618571429,29.1776682857143,34.2857142857143,0.0,,,,,38458
2020-08-16,202034,3.0,3,3,3,0.8282146,0.20004788,0,1,150140220203419589,2023-08-20,0,2.370567,1499641,25.5714285714286,1E+2,1,0.0,0,79.7550875714286,52.119942,29.6627845714286,34.5714285714286,2.0,,,,,38458
2020-08-09,202033,0.0,0,0,0,0.0,0.0,0,1,150140220203319589,2023-08-20,0,0.0,1499641,25.5714285714286,1E+2,0,0.0,0,82.7861315714286,53.7646402857143,29.5557828571429,34.4285714285714,0.0,,,,,38458
2020-08-02,202032,1.0,1,1,1,0.17872427,0.06668263,0,2,150140220203219589,2023-08-20,0,0.4025453,1499641,24.2857142857143,1E+2,1,0.0,0,83.641638,54.846294,28.5273151428571,33.5714285714286,1.0,,,,,38458
2020-07-26,202031,2.0,2,2,2,0.5051704,0.13336526,0,2,150140220203119589,2023-08-20,0,1.0117635,1499641,24.5714285714286,1E+2,1,0.0,0,82.656418,54.1409405714286,28.69297,33.5714285714286,0.0,,,,,38458
2020-07-19,202030,4.0,4,4,4,0.883525,0.26673052,0,2,150140220203019589,2023-08-20,0,2.701023,1499641,24.2857142857143,1E+2,1,0.0,0,89.4117671428571,61.8755602857143,27.4977128571429,32.7142857142857,1.0,,,,,38458
2020-07-12,202029,1.0,1,1,1,0.3246128,0.06668263,0,1,150140220202919589,2023-08-20,0,0.6160639,1499641,24.5714285714286,1E+2,1,0.0,0,82.1616305714286,54.092525,29.0025077142857,33.7142857142857,0.0,,,,,38458
2020-07-05,202028,2.0,2,2,2,0.4336815,0.13336526,0,1,150140220202819589,2023-08-20,0,0.86412555,1499641,24.7142857142857,1E+2,1,0.0,0,89.8145814285714,62.860495,27.7742227142857,32.7142857142857,1.0,,,,,38458
2020-06-28,202027,0.0,0,0,0,0.0,0.0,0,1,150140220202719589,2023-08-20,0,0.0,1499641,24.5714285714286,1E+2,0,0.0,0,89.4873415714286,62.9899178571429,27.9469625714286,32.7142857142857,0.0,,,,,38458
2020-06-21,202026,4.0,4,4,4,0.6698067,0.26673052,0,2,150140220202619589,2023-08-20,0,1.371931,1499641,25,1E+2,1,0.0,0,92.0636278571429,70.4778621428571,27.5724978571429,31.4285714285714,1.0,,,,,38458
2020-06-14,202025,2.0,2,2,2,0.15581146,0.13336526,0,2,150140220202519589,2023-08-20,0,0.45992288,1499641,25,1E+2,1,0.0,0,92.152122,70.9006551428571,27.4578102857143,31.5714285714286,1.0,,,,,38458
2020-06-07,202024,2.0,2,2,2,0.089990705,0.13336526,0,2,150140220202419589,2023-08-20,0,0.37367323,1499641,24.5714285714286,1E+2,1,0.0,0,91.0224701428571,65.6048565714286,27.5029762857143,32.1428571428571,1.0,,,,,38458
2020-05-31,202023,4.0,4,4,4,0.45011982,0.26673052,0,2,150140220202319589,2023-08-20,0,0.9207533,1499641,24.7142857142857,1E+2,1,0.0,0,88.8020257142857,62.3835882857143,27.875,32.4285714285714,3.0,,,,,38458
2020-05-24,202022,8.0,8,8,8,0.95623106,0.53346103,0,2,150140220202219589,2023-08-20,0,2.90894,1499641,24.8571428571429,1E+2,1,0.0,0,86.2429428571429,59.1251648571429,28.464286,33,1.0,,,,,38458
2020-05-17,202021,4.0,4,4,4,0.8208035,0.26673052,0,2,150140220202119589,2023-08-20,0,2.0586987,1499641,25.1428571428571,1E+2,1,0.0,0,93.2214948571429,71.7427187142857,27.6190477142857,32.1428571428571,3.0,,,,,38458
2020-05-10,202020,2.0,2,2,2,0.44703054,0.13336526,0,2,150140220202019589,2023-08-20,0,0.8894769,1499641,25.2857142857143,1E+2,1,0.0,0,91.8706764285714,65.7278191428571,27.6339285714286,32.7142857142857,0.0,,,,,38458
2020-05-03,202019,2.0,2,2,2,0.15859441,0.13336526,0,2,150140220201919589,2023-08-20,0,0.46344808,1499641,25,1E+2,1,0.0,0,92.8907041428571,67.0180078571429,27.6964285714286,32.1428571428571,0.0,,,,,38458
2020-04-26,202018,1.0,1,1,1,0.0056725857,0.06668263,0,1,150140220201819589,2023-08-20,0,0.13401632,1499641,24.7142857142857,1E+2,1,0.0,0,92.7812592857143,67.4790884285714,27.2380948571429,31.7142857142857,0.0,,,,,38458
2020-04-19,202017,3.0,3,3,3,0.019373154,0.20004788,0,1,150140220201719589,2023-08-20,0,0.30024987,1499641,24.5714285714286,1E+2,1,0.0,0,89.4874092857143,60.948259,27.5416665714286,32.4285714285714,1.0,,,,,38458
2020-04-12,202016,9.0,9,9,9,0.22085936,0.6001436,0,1,150140220201619589,2023-08-20,0,0.720637,1499641,23.8571428571429,1E+2,0,0.0,0,94.7321012857143,71.6620014285714,26.1785717142857,30.5714285714286,1.0,,,,,38458
2020-04-05,202015,10.0,10,10,10,0.12383044,0.66682625,0,2,150140220201519589,2023-08-20,0,0.6351163,1499641,25.2857142857143,1E+2,1,0.0,0,94.8549894285714,71.3095858571428,27.654762,32.2857142857143,3.0,,,,,38458
2020-03-29,202014,11.0,11,11,11,0.06542646,0.7335089,0,2,150140220201419589,2023-08-20,0,0.57520396,1499641,25,1E+2,1,0.0,0,91.8112365714286,65.5998122857143,27.7142857142857,32.2857142857143,2.0,,,,,38458
2020-03-22,202013,17.0,17,17,17,0.19409165,1.1336046,0,2,150140220201319589,2023-08-20,0,0.76072884,1499641,24.7142857142857,1E+2,1,0.0,0,88.9398507142857,56.1561724285714,27.7976191428571,32.7142857142857,4.0,,,,,38458
2020-03-15,202012,18.0,18,18,18,0.13860942,1.2002872,0,2,150140220201219589,2023-08-20,0,0.7187514,1499641,24.4285714285714,1E+2,1,0.0,0,94.7557248571429,75.6124814285714,26.521104,3E+1,3.0,,,,,38458
2020-03-08,202011,24.0,24,24,24,0.28972742,1.600383,0,2,150140220201119589,2023-08-20,0,0.8583448,1499641,24.7142857142857,100.881034857143,1,0.0,1,93.4422,73.3077088571429,26.647186,29.8571428571429,8.0,,,,,38458
2020-03-01,202010,24.0,24,24,24,0.10940479,1.600383,0,2,150140220201019589,2023-08-20,0,0.72260886,1499641,24.5714285714286,1E+2,1,0.0,1,98.1454628571429,90.6825607142857,25.6709957142857,27.2857142857143,7.0,,,,,38458
2020-02-23,202009,29.0,29,29,29,0.08089582,1.9337962,0,2,150140220200919589,2023-08-20,0,0.71477544,1499641,24.8571428571429,1E+2,1,0.0,1,93.5929628571429,76.5959774285714,26.7935221428571,29.5714285714286,7.0,,,,,38458
2020-02-16,202008,27.0,27,27,27,0.02795456,1.8004309,0,1,150140220200819589,2023-08-20,0,0.6307406,1499641,24.8571428571429,1E+2,1,0.0,1,98.4398842857143,94.4080828571429,25.7288957142857,27.1428571428571,10.0,,,,,38458
2020-02-09,202007,47.0,47,47,47,0.79394495,3.1340835,0,1,150140220200719589,2023-08-20,0,1.1923734,1499641,24.2857142857143,1E+2,1,0.0,1,1E+2,1E+2,25.2,26.1428571428571,22.0,,,,,38458
2020-02-02,202006,48.0,48,48,48,0.89309406,3.200766,0,1,150140220200619589,2023-08-20,0,1.310151,1499641,24,1E+2,0,0.0,1,94.5867092857143,78.8019571428571,25.8892857142857,28.5714285714286,12.0,,,,,38458
2020-01-26,202005,36.0,36,36,36,0.5653526,2.4005744,0,2,150140220200519589,2023-08-20,0,1.0397023,1499641,24.2857142857143,1E+2,1,0.0,1,94.0726634285714,75.8322521428571,26.720238,30.8571428571429,16.0,,,,,38458
2020-01-19,202004,36.0,36,36,36,0.77412736,2.4005744,0,2,150140220200419589,2023-08-20,0,1.2026988,1499641,24.1428571428571,1E+2,1,0.0,1,91.4759092857143,66.9614878571429,27.2023808571429,32,16.0,,,,,38458
2020-01-12,202003,38.0,38,38,38,0.9735939,2.5339398,0,2,150140220200319589,2023-08-20,0,1.6484985,1499641,24.7142857142857,1E+2,1,1.0,1,90.3614,65.5516324285714,27.7499997142857,32.2857142857143,14.0,,,,,38458
2020-01-05,202002,31.0,31,31,31,0.9788467,2.0671613,0,2,150140220200219589,2023-08-20,0,1.8089781,1499641,24.2857142857143,1E+2,1,1.0,1,92.4392485714286,65.543718,26.559524,32,16.0,,,,,38458
2019-12-29,202001,23.0,23,23,23,0.8929964,1.5337003,0,2,150140220200119589,2023-08-20,0,1.492681,1499641,25,1E+2,1,0.0,1,96.34254,79.5739716666667,26.525,3E+1,14.0,,,,,38458
2019-12-22,201952,15.0,15,15,15,0.38993227,1.0002394,0,2,150140220195219589,2023-08-20,0,0.90640515,1499641,25.5714285714286,1E+2,1,0.0,0,99.2245628571429,93.6530294285714,26.8246754285714,28.4285714285714,6.0,,,,,38458
2019-12-15,201951,11.0,11,11,11,0.14594261,0.7335089,0,2,150140220195119589,2023-08-20,0,0.6700732,1499641,25.2857142857143,1E+2,1,0.0,0,99.2026568571429,95.2633074285714,26.5428571428571,28,3.0,,,,,38458
2019-12-08,201950,22.0,22,22,22,0.806199,1.4670178,0,2,150140220195019589,2023-08-20,0,1.3179724,1499641,24.8571428571429,1E+2,1,0.0,0,98.8352485714286,93.7749497142857,26.048052,28,9.0,,,,,38458
2019-12-01,201949,14.0,14,14,14,0.30621356,0.93355674,0,2,150140220194919589,2023-08-20,0,0.83480823,1499641,25.2857142857143,1E+2,1,0.0,0,97.9475648571429,89.8325097142857,26.5116882857143,28.2857142857143,6.0,,,,,38458
2019-11-24,201948,15.0,15,15,15,0.49328935,1.0002394,0,2,150140220194819589,2023-08-20,0,0.9939697,1499641,25.2857142857143,1E+2,1,0.0,0,96.8699665714286,85.3627997142857,26.9714285714286,28.7142857142857,2.0,,,,,38458
2019-11-17,201947,23.0,23,23,23,0.9177396,1.5337003,0,2,150140220194719589,2023-08-20,0,1.5745709,1499641,25.2857142857143,1E+2,1,0.0,1,97.1506284285714,91.6672271428571,26.3285714285714,27.5714285714286,10.0,,,,,38458
2019-11-10,201946,9.0,9,9,9,0.12936978,0.6001436,0,2,150140220194619589,2023-08-20,0,0.6279314,1499641,26,1E+2,1,0.0,0,92.5394812857143,76.648047,27.6142857142857,29.5714285714286,2.0,,,,,38458
2019-11-03,201945,18.0,18,18,18,0.7751516,1.2002872,0,2,150140220194519589,2023-08-20,0,1.304399,1499641,25.7142857142857,1E+2,1,0.0,0,93.1452651428571,80.5321258571429,27.5142857142857,3E+1,8.0,,,,,38458
2019-10-27,201944,13.0,13,13,13,0.4293384,0.86687416,0,2,150140220194419589,2023-08-20,0,0.9346244,1499641,25.2857142857143,1E+2,1,0.0,0,91.397164,79.3329774285714,27.1428571428571,29.1428571428571,2.0,,,,,38458
2019-10-20,201943,15.0,15,15,15,0.4960763,1.0002394,0,2,150140220194319589,2023-08-20,0,0.9964676,1499641,25.5714285714286,1E+2,1,0.0,0,94.2819842857143,79.8298594285714,27.1467534285714,29.2857142857143,5.0,,,,,38458
2019-10-13,201942,11.0,11,11,11,0.16994867,0.7335089,0,2,150140220194219589,2023-08-20,0,0.69378924,1499641,25.1428571428571,1E+2,1,0.0,0,91.8050708571429,77.7821835714286,26.8831168571429,28.8571428571429,2.0,,,,,38458
2019-10-06,201941,18.0,18,18,18,0.5569783,1.2002872,0,2,150140220194119589,2023-08-20,0,1.048933,1499641,24.7142857142857,99.1820557142857,1,0.0,0,92.5245328571429,79.1332787142857,26.7272725714286,28.8571428571429,8.0,,,,,38458
2019-09-29,201940,14.0,14,14,14,0.23279268,0.93355674,0,2,150140220194019589,2023-08-20,0,0.7746329,1499641,25,1E+2,1,0.0,0,93.509958,79.1090178571429,26.7792208571429,28.8571428571429,4.0,,,,,38458
2019-09-22,201939,17.0,17,17,17,0.47267252,1.1336046,0,2,150140220193919589,2023-08-20,0,0.9771687,1499641,24.8571428571429,1E+2,1,0.0,0,92.907618,78.4570622857143,26.6493502857143,28.8571428571429,5.0,,,,,38458
2019-09-15,201938,21.0,21,21,21,0.74237907,1.4003352,0,2,150140220193819589,2023-08-20,0,1.2327832,1499641,25,1E+2,1,0.0,0,93.079992,78.4604835714286,26.8441557142857,29,2.0,,,,,38458
2019-09-08,201937,16.0,16,16,16,0.44588012,1.0669221,0,2,150140220193719589,2023-08-20,0,0.9541384,1499641,24.8571428571429,1E+2,1,0.0,0,95.2175047142857,81.2945045714286,26.4545457142857,28.7142857142857,3.0,,,,,38458
2019-09-01,201936,16.0,16,16,16,0.5798598,1.0669221,0,2,150140220193619589,2023-08-20,0,1.0741873,1499641,25.1428571428571,1E+2,1,0.0,0,95.6420742857143,85.3104597142857,26.7922074285714,28.7142857142857,6.0,,,,,38458
2019-08-25,201935,20.0,20,20,20,0.8631361,1.3336525,0,2,150140220193519589,2023-08-20,0,1.4556202,1499641,25.2857142857143,1E+2,1,0.0,0,94.4753942857143,86.1117437142857,26.922078,28.4285714285714,7.0,,,,,38458
2019-08-18,201934,14.0,14,14,14,0.4494828,0.93355674,0,2,150140220193419589,2023-08-20,0,0.9543306,1499641,24.4285714285714,1E+2,1,0.0,0,95.7409257142857,83.8348062857143,26.0909094285714,28.2857142857143,4.0,,,,,38458
2019-08-11,201933,11.0,11,11,11,0.25850746,0.7335089,0,2,150140220193319589,2023-08-20,0,0.77496713,1499641,25.2857142857143,99.1879162857143,1,0.0,0,96.1992865714286,89.393293,26.3376622857143,27.8571428571429,6.0,,,,,38458
2019-08-04,201932,16.0,16,16,16,0.8438785,1.0669221,0,1,150140220193219589,2023-08-20,0,1.4732097,1499641,24.4285714285714,1E+2,1,0.0,0,97.1033278571429,91.3004574285714,25.7922074285714,27.5714285714286,5.0,,,,,38458
2019-07-28,201931,18.0,18,18,18,0.9675179,1.2002872,0,1,150140220193119589,2023-08-20,0,2.0655184,1499641,24.1428571428571,1E+2,1,0.0,0,98.7447185714286,92.8730911428571,25.4610391428571,27.2857142857143,7.0,,,,,38458
2019-07-21,201930,9.0,9,9,9,0.43433693,0.6001436,0,1,150140220193019589,2023-08-20,0,0.92792475,1499641,24,1E+2,0,0.0,0,97.8684085714286,92.372093,25.4025977142857,27.1428571428571,3.0,,,,,38458
2019-07-14,201929,6.0,6,6,6,0.10446408,0.40009576,0,1,150140220192919589,2023-08-20,0,0.54470205,1499641,23.8571428571429,1E+2,0,0.0,0,98.394336,92.824888,25.1038962857143,26.8571428571429,0.0,,,,,38458
2019-07-07,201928,10.0,10,10,10,0.46808478,0.66682625,0,2,150140220192819589,2023-08-20,0,0.96581566,1499641,24.1428571428571,1E+2,1,0.0,0,97.4461037142857,90.8174048571429,25.7272725714286,27.7142857142857,3.0,,,,,38458
2019-06-30,201927,13.0,13,13,13,0.796132,0.86687416,0,2,150140220192719589,2023-08-20,0,1.4155242,1499641,24.7142857142857,1E+2,1,0.0,0,99.4083314285714,95.9632482857143,25.8441557142857,27.2857142857143,2.0,,,,,38458
